dish_id,dish_name,restuarant_id,restaurant_name,dish_type,ingredients,modifiable,cross_contam,vegan,vegetarian,gluten,dairy,tree_nuts,seeds,nightshades,eggs,fish,peanut,shellfish,mollusks,legumes,garlic,soy,corn,wheat,barley,rye,sesame,coffee,buckwheat,lupin,mustard,celery,oat,rice,acerloa,apple,apricot,banana,cherry,dates,fig,grape,kiwi,lychee,mango,melon,orange,peach,pear,persimmon,pineapple,pomegranate,prune,strawberry,tomato,chickpea,lentil,pea,asparagus,avocado,bell_pepper,cabbage,carrot,lettuce,potato,pumpkin,turnip,zucchini,almond,brazil_nut,cashew,chestnut,hazelnut,macadamia,pecan,pine_nut,pistachio,walnut,mustard_seed,poppy_seed,pumpkin_seed,sunflower_seed,cow_milk,goat_milk,sheep_milk,alaska_pollack,carp,cod,dogfish,mackeral,salmon,sole,tuna,crusacean,crab,lobster,shrimp,abalone,horned_turban,limpet,marine_snail,mussel,octopus,oyster,scallop,squid,whelk,beef,chicken,frog,honey,mushroom,mycoprotein
635,LBEL Couleur Luxe Rouge Amplifier XP amplifying SPF 15,12,JumpXS,Ford,purus eu magna vulputate luctus cum sociis natoque,false,true,false,true,false,true,false,false,true,false,true,true,false,false,false,true,false,true,false,false,false,true,true,false,true,true,true,true,false,true,true,false,false,false,true,false,true,false,true,true,false,false,true,false,false,true,false,false,false,false,true,true,false,false,false,true,true,false,true,false,false,false,true,false,true,true,false,false,true,false,false,false,false,false,true,false,false,false,false,false,true,false,true,false,false,true,false,true,false,true,false,true,false,false,true,false,true,true,true,true,false,false,true,false,true,false,false,true
874,Ranitidine,10,Tekfly,Volkswagen,volutpat sapien arcu sed augue aliquam erat,true,false,true,true,false,true,true,false,false,true,false,false,false,true,true,false,true,false,true,true,true,false,true,true,true,true,false,true,true,true,false,true,false,false,true,true,false,false,true,false,true,false,true,false,true,false,false,true,true,false,false,true,true,true,true,true,true,true,true,true,false,false,true,true,true,false,true,true,false,false,false,true,false,true,false,true,true,false,false,true,true,true,false,false,false,false,false,false,false,true,false,true,true,false,false,true,true,true,false,false,false,true,false,false,true,false,false,true
337,Antibiotic Ointment,148,Oodoo,Land Rover,maecenas pulvinar lobortis est phasellus sit amet erat nulla,false,,true,true,false,true,true,true,false,true,false,true,true,false,true,false,true,false,true,true,true,true,true,true,false,true,true,false,true,false,false,false,false,true,true,true,false,true,true,false,true,true,true,false,false,false,true,true,false,true,false,true,true,false,false,false,false,true,false,false,true,false,true,false,true,false,true,false,false,true,true,false,true,false,false,false,true,false,false,true,true,false,true,true,false,false,true,true,true,false,false,true,true,false,false,false,true,true,true,false,false,true,true,true,false,true,false,false
511,pain relief,181,Trupe,Lincoln,dui proin leo odio porttitor,true,false,false,true,true,false,false,false,false,true,false,false,true,true,false,false,true,false,false,false,true,true,false,false,false,false,true,false,true,false,true,false,true,true,true,false,false,false,false,false,false,false,false,false,false,true,true,true,false,false,true,false,false,false,true,false,true,true,true,false,true,false,true,false,false,false,false,false,true,true,true,true,false,true,true,false,true,true,false,false,false,true,true,false,true,false,false,false,true,true,true,false,true,true,true,true,false,false,true,false,true,false,false,true,false,false,true,true
556,MILK OF MAGNESIA MINT,38,Cogibox,Subaru,in lacus curabitur at ipsum,false,false,true,false,false,true,false,true,false,false,false,true,false,false,false,true,true,true,false,false,true,false,true,false,false,false,false,false,false,true,true,false,true,false,false,true,true,true,false,false,true,true,false,true,false,false,true,false,false,true,false,false,false,false,true,true,true,false,true,false,true,true,true,false,true,true,true,true,false,true,true,true,false,true,false,false,false,true,false,true,false,true,true,true,false,true,true,false,false,true,false,false,false,true,true,false,true,false,false,false,true,false,false,false,false,true,false,false
810,Cepacol,166,Jamia,Volkswagen,congue elementum in hac habitasse platea,false,,false,true,true,true,true,false,true,true,true,false,true,true,true,false,false,false,true,true,true,true,true,false,false,true,false,false,false,true,false,true,true,false,false,false,false,false,true,false,true,true,false,false,false,true,false,true,true,false,false,false,true,true,false,true,true,false,true,true,true,true,false,true,true,false,true,false,false,true,false,true,true,false,false,true,false,false,false,true,false,false,true,false,false,false,false,false,false,false,true,true,false,true,true,true,true,false,true,false,true,true,true,true,true,false,false,true
648,Amitriptyline Hydrochloride,7,Twimbo,Chevrolet,semper est quam pharetra magna ac consequat metus,true,false,false,false,true,false,true,true,false,false,true,false,true,false,true,false,false,true,true,false,true,false,false,true,true,false,true,false,true,false,false,false,false,true,true,false,true,false,false,false,false,false,false,true,false,false,true,false,true,true,false,false,true,true,false,true,true,true,true,true,true,true,false,true,false,false,false,false,true,true,false,true,true,false,true,false,true,false,true,false,true,false,false,true,true,false,true,true,false,true,true,true,true,false,true,true,true,false,true,false,false,true,false,true,false,true,true,true
595,Endopar,125,Oyoloo,GMC,morbi porttitor lorem id ligula suspendisse ornare consequat,false,,false,true,true,true,false,true,true,false,false,false,false,false,false,false,true,false,false,false,true,true,true,false,true,true,true,false,true,true,true,false,true,false,false,true,false,true,false,true,false,false,false,false,true,false,true,true,false,false,false,false,false,false,true,false,true,false,false,true,false,true,false,false,false,true,true,true,false,true,true,true,false,false,true,true,false,true,false,false,false,false,false,false,true,false,false,false,false,false,true,true,true,false,true,false,true,true,false,true,false,false,false,false,false,true,true,false
363,"Molds, Rusts and Smuts, Aspergillus niger",149,Gabtype,Subaru,eget congue eget semper rutrum nulla nunc,false,false,false,false,true,true,false,true,false,true,true,true,true,true,true,false,true,true,true,true,false,true,true,false,false,false,true,false,true,false,false,false,true,false,true,false,true,true,true,true,true,true,false,true,false,false,true,true,true,false,true,false,true,false,true,true,true,false,true,true,false,false,true,false,true,false,true,false,false,true,true,true,false,false,true,true,false,true,true,true,true,true,false,false,false,true,false,true,true,true,true,false,true,true,false,true,true,true,true,false,false,true,false,false,true,true,true,false
627,Montelukast Sodium,108,Aimbu,Lotus,at lorem integer tincidunt ante,false,,false,true,true,true,true,true,true,false,false,false,true,true,false,true,true,true,false,false,true,false,true,false,true,true,true,true,false,false,true,true,true,true,false,false,false,false,false,false,true,true,false,false,false,false,true,true,false,true,true,false,false,false,true,true,false,true,true,false,false,true,false,false,true,false,false,false,false,true,true,false,true,false,false,false,true,true,false,true,true,true,true,true,false,false,true,false,true,true,false,true,true,false,true,true,false,true,true,false,false,false,true,true,false,false,false,false
404,Dexamethasone,101,Topicware,Pontiac,etiam faucibus cursus urna ut tellus nulla,false,false,true,false,false,false,false,true,false,true,false,true,false,false,false,false,false,false,false,true,true,false,false,false,false,false,true,false,true,true,true,true,true,false,false,false,true,false,true,true,false,false,false,false,false,true,false,false,true,false,false,true,true,true,false,false,false,false,false,true,true,false,false,true,true,true,false,false,false,true,false,true,false,true,false,false,true,true,true,true,false,false,true,true,false,false,false,true,true,false,true,false,false,false,false,true,true,true,false,false,false,true,false,false,true,false,false,true
318,Neova DNA Damage Control - Everyday,175,Dynazzy,Mazda,pede justo eu massa donec dapibus duis at,true,true,true,true,false,true,true,false,false,false,false,true,true,true,false,true,true,true,false,true,false,false,true,true,false,true,false,false,true,true,false,false,true,true,true,false,true,true,true,true,true,true,false,false,false,true,false,false,false,true,false,true,true,true,true,true,true,false,true,true,true,true,true,false,false,true,true,true,true,false,false,false,false,true,false,false,false,true,true,true,false,true,false,false,false,true,false,false,false,false,false,true,false,true,true,true,true,true,true,true,true,true,false,true,true,true,true,false
768,DIPHENHYDRAMINE HYDROCHLORIDE,125,Twitterwire,Mercedes-Benz,sit amet eleifend pede libero quis,true,true,true,true,false,false,false,true,true,false,false,false,true,true,false,true,true,false,true,true,false,false,false,true,true,true,false,true,false,true,true,false,false,true,false,true,false,false,true,true,true,false,false,true,true,true,true,true,false,true,true,true,false,false,false,false,false,true,false,true,true,false,true,true,false,true,false,true,false,false,true,false,false,true,true,false,true,false,false,false,false,true,true,false,false,true,true,true,false,false,true,false,true,false,true,false,true,true,true,false,true,true,false,false,true,true,false,false
499,03 Moisture Foundation SPF 15,173,Yodoo,Porsche,primis in faucibus orci luctus et ultrices posuere,false,false,false,true,false,true,true,true,true,false,false,false,false,false,true,false,true,true,true,true,true,false,false,true,true,true,false,false,true,true,true,true,true,true,false,true,false,false,false,false,true,true,false,true,true,false,false,true,false,true,false,true,false,false,false,true,true,false,true,true,true,false,true,true,true,true,false,false,true,true,true,true,true,false,true,false,false,true,true,true,true,false,false,false,true,false,true,true,true,false,false,false,false,false,false,false,false,false,true,false,true,true,true,false,true,false,false,true
413,Vanquish,97,Skiptube,Mercury,in hac habitasse platea dictumst,false,true,false,true,false,false,false,false,false,false,true,false,false,false,false,false,true,true,false,true,true,false,false,false,true,false,false,false,false,false,false,false,false,true,true,true,true,false,true,true,false,false,false,false,false,false,false,false,true,true,false,false,false,false,true,true,false,false,true,true,true,true,false,false,true,true,true,false,false,false,true,false,false,true,true,true,true,false,true,false,false,false,false,false,false,false,false,false,true,false,true,true,false,true,false,true,false,true,false,false,true,false,false,false,false,true,true,false
500,Good Sense Night Time Cold and Flu,192,Kwimbee,Dodge,dapibus dolor vel est donec odio justo sollicitudin,false,false,true,true,true,false,true,false,true,false,true,true,true,false,true,true,true,false,true,false,false,false,false,false,true,false,true,true,false,false,true,false,true,true,false,false,true,true,true,false,true,true,false,false,false,true,false,false,true,true,true,false,false,false,true,false,false,false,false,false,false,false,true,true,false,false,false,false,true,false,true,true,false,true,false,true,false,false,true,false,true,true,false,false,false,false,false,false,false,false,true,false,true,true,true,true,false,true,false,true,true,false,false,false,false,false,false,true
865,CellCept,11,Dynabox,Pontiac,pellentesque quisque porta volutpat erat quisque erat eros viverra eget,false,false,true,true,true,false,true,false,false,false,true,true,false,true,true,false,true,true,false,false,false,true,true,true,false,true,true,true,false,false,true,true,false,true,false,false,true,true,false,false,false,true,true,false,true,false,true,false,false,true,true,false,false,true,false,false,true,true,true,false,true,false,false,true,true,true,false,true,false,false,false,false,true,false,false,false,true,false,false,false,false,false,true,true,true,true,false,false,false,false,true,true,true,false,true,true,true,true,true,false,false,false,true,true,false,false,false,true
897,INTRON A,18,Gigazoom,Volvo,etiam justo etiam pretium iaculis justo in hac habitasse,false,false,false,true,true,false,true,true,false,true,true,false,false,false,true,false,true,true,false,false,false,true,false,true,false,true,false,true,true,true,false,true,false,false,true,false,true,true,false,false,true,false,false,false,false,true,false,true,true,true,false,true,false,true,true,true,true,false,false,true,true,false,true,false,true,false,false,true,false,true,true,false,true,false,true,true,true,true,false,true,true,true,false,true,false,true,false,false,true,false,true,false,true,false,false,false,true,true,true,false,false,false,true,true,true,true,true,false
321,Joy,165,Gigabox,Mitsubishi,posuere cubilia curae donec pharetra,false,false,false,false,false,false,true,false,true,true,true,true,false,false,false,true,true,true,false,false,false,true,true,true,true,true,true,false,true,true,true,false,false,true,false,false,true,true,false,true,false,false,false,true,false,false,true,false,true,false,false,false,true,false,true,false,true,false,true,true,false,true,true,false,false,true,false,false,true,true,true,false,false,true,false,true,false,false,true,false,false,true,true,false,true,true,false,false,false,true,false,true,true,false,false,false,false,true,true,false,false,false,false,false,false,false,true,true
261,CVS Sore Muscle Rub,149,Flashdog,Kia,id luctus nec molestie sed justo pellentesque viverra pede,true,false,false,true,false,true,true,true,false,true,true,true,false,true,true,true,false,true,false,false,true,true,true,true,true,true,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false,true,true,false,true,false,false,false,true,true,true,false,true,true,true,false,true,false,true,false,true,true,false,false,true,false,true,false,true,false,false,false,true,false,true,false,true,true,true,true,false,true,false,false,true,false,true,false,true,false,false,false,false,true,true,true,true,true,true,false,true,false,false,false,true,false,false,true
475,NICOTINE,106,Mudo,Pontiac,congue risus semper porta volutpat quam,false,false,true,false,true,true,true,true,false,false,false,true,true,true,false,true,true,true,false,true,true,true,true,false,true,false,false,false,false,false,false,true,false,false,false,false,false,true,false,false,false,true,false,false,true,true,false,true,true,false,false,false,true,false,true,false,false,true,false,true,false,false,true,false,false,true,true,true,true,false,false,true,true,true,true,false,false,true,false,false,false,true,false,false,true,true,false,true,true,true,true,false,false,true,true,false,false,false,false,false,true,false,false,false,false,true,true,true
551,Marsh Elder Mixture,32,Livefish,Chevrolet,augue a suscipit nulla elit ac nulla sed,true,,false,false,true,false,true,false,false,true,false,false,false,true,false,false,false,true,false,true,false,false,false,true,false,false,true,true,false,true,true,true,false,true,false,true,true,true,false,false,true,true,false,false,true,false,true,true,true,true,false,true,false,false,true,true,false,false,true,true,false,true,true,false,true,true,false,false,false,false,false,true,true,true,true,false,true,true,true,true,false,true,true,false,false,true,true,false,false,true,true,false,false,true,false,false,false,false,true,true,true,false,false,false,true,true,true,true
507,METHITEST,197,Innotype,BMW,quis libero nullam sit amet turpis elementum ligula vehicula,true,false,false,false,false,false,true,false,false,false,false,false,false,true,true,false,false,false,true,false,true,true,false,false,true,false,true,false,true,true,true,false,false,true,false,false,true,false,false,false,false,true,false,false,false,false,false,false,true,false,true,false,true,false,true,true,false,false,false,false,true,true,false,false,true,false,true,true,true,true,false,true,false,false,true,false,false,true,true,true,false,false,true,true,true,false,false,false,true,true,false,false,true,false,false,true,true,true,false,true,true,false,false,true,false,true,false,false
774,Velvet Grass,200,Jetpulse,BMW,erat fermentum justo nec condimentum neque sapien,true,false,true,true,true,false,true,true,false,false,false,true,true,false,true,true,true,false,true,false,false,false,false,false,false,false,true,false,true,false,true,true,false,false,false,false,false,false,true,false,false,false,false,false,false,false,true,true,false,false,false,false,false,true,true,false,true,false,true,true,false,false,true,false,false,true,true,true,false,true,true,false,false,false,true,false,true,false,false,false,false,false,true,true,true,false,false,false,true,true,true,true,true,true,true,false,false,false,false,true,false,true,false,false,false,false,true,true
961,Lancell hair loss prevention hair grower tonic,77,Edgewire,Volkswagen,consequat metus sapien ut nunc,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,true,true,true,true,true,true,true,true,false,true,true,false,true,true,true,true,false,true,false,true,true,true,true,true,false,true,true,true,true,true,true,false,true,true,false,false,false,false,false,false,false,false,true,false,false,true,true,true,false,true,true,false,true,true,true,false,false,false,false,false,true,false,false,true,false,false,false,false,false,true,false,true,false,false,false,true,true,true,true,false,true,true,false,false,false,false,true,false,false,true
842,LYSOL Healthy Touch,91,Twitterlist,Suzuki,nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus,false,true,true,false,false,true,true,false,true,false,false,true,true,true,true,false,true,true,true,false,false,false,false,true,false,false,false,false,true,false,true,false,true,false,false,true,true,false,true,true,true,true,false,false,true,true,true,true,true,true,true,true,true,false,false,true,true,false,false,true,false,true,true,true,true,true,false,false,true,false,true,true,false,true,true,false,false,true,true,true,true,false,false,false,false,false,false,false,true,true,true,true,true,false,true,false,false,false,false,true,false,true,false,false,true,false,false,true
972,SPF-40 facial moisturizer,9,Jayo,Dodge,varius ut blandit non interdum in ante vestibulum ante ipsum,false,true,true,true,true,false,true,true,true,false,true,true,true,false,true,true,true,false,true,true,false,true,true,true,false,false,false,true,false,true,true,false,true,true,false,false,false,true,true,false,false,true,true,false,true,false,true,false,false,false,true,true,false,true,true,false,false,true,true,false,false,false,true,false,false,false,false,false,false,false,true,true,true,true,true,true,false,false,true,true,true,false,false,false,false,false,true,false,true,true,false,false,true,true,true,false,false,false,false,true,true,false,false,false,false,false,true,true
